Customer Name,Recency,Frequency,Monetary
Alexis Zamora,61,3,9603
Alfred Acosta,64,9,26828
Alfred Chan,152,5,15471
Alfred Daniel,261,6,16721
Alfred Davis,320,6,14487
Alfred Grant,52,8,18165
Alfred Hernandez,64,3,4936
Alfred Leblanc,181,3,4722
Alfred Lopez,215,9,21917
Alfred Mccarthy Jr.,462,7,19572
Alfred Rangel,305,8,22101
Alfred Thomas,107,5,18841
Alfred Young,142,6,22293
Alice Boyer,357,6,10085
Alice Brown,583,5,14432
Alice Davis,1042,3,6577
Alice Haley,75,5,16716
Alice Horton,483,4,13029
Alice Little MD,220,7,23594
Alice Martinez,178,3,10296
Alice Phillips,141,5,9975
Alice Rose MD,453,5,17321
Alice Taylor,80,6,20887
Alice Thomas,466,11,30585
Alice Wright,428,5,10193
Alicia Allen,31,11,30325
Alicia Barajas,272,8,28214
Alicia Barron,155,7,25636
Alicia Bennett,44,10,18504
Alicia Brennan,111,3,10893
Alicia Burns,166,6,11124
Alicia Cameron,459,2,8340
Alicia Campbell,91,2,3313
Alicia Clarke,210,7,10441
Alicia Collins,110,2,2347
Alicia Cook,206,7,25520
Alicia Copeland,173,6,19635
Alicia Cuevas,24,3,11383
Alicia Cunningham,219,9,26075
Alicia Davis,767,5,15076
Alicia Dawson,716,3,10775
Alicia Douglas,150,7,17351
Alicia Duke,44,10,22893
Alicia Edwards,59,10,32672
Alicia Evans,44,5,9227
Alicia Flores,121,5,16762
Alicia Forbes,48,5,11000
Alicia Gamble,423,5,12906
Alicia Gonzales,43,7,22607
Alicia Griffith,78,5,16072
Alicia Hart,856,2,5113
Alicia Herrera,208,3,3803
Alicia Hess,1037,2,6702
Alicia Hill,1,6,15182
Alicia Holder,424,4,11916
Alicia Huerta,125,7,21214
Alicia Hunt,626,5,9822
Alicia Huynh,58,4,13286
Alicia Ibarra,753,2,5365
Alicia Jones,825,1,1754
Alicia Knight,45,6,20858
Alicia Levine,175,5,13983
Alicia Liu,445,6,14695
Alicia Mack,46,3,8761
Alicia Martin,784,3,9989
Alicia Massey,265,6,19193
Alicia Mcdaniel,6,6,15430
Alicia Mcdonald,296,6,15646
Alicia Mendoza,781,4,12573
Alicia Meyer,189,8,25339
Alicia Miller,189,13,26780
Alicia Moore,46,5,9713
Alicia Mullins,16,8,21523
Alicia Newton,59,5,16077
Alicia Norton,133,2,1624
Alicia Nunez,58,6,18428
Alicia Obrien,16,3,6005
Alicia Owen,600,3,8075
Alicia Palmer,184,5,16688
Alicia Roberts,1352,1,2626
Alicia Rocha,372,3,5913
Alicia Rogers,439,5,10933
Alicia Rosario,107,6,16099
Alicia Ruiz,31,6,22161
Alicia Salazar,50,7,21153
Alicia Sampson,473,2,2166
Alicia Sanchez,176,6,19294
Alicia Smith,488,2,6505
Alicia Soto,36,9,26722
Alicia Stanley,21,1,284
Alicia Stevens,41,5,12671
Alicia Stewart,376,7,15357
Alicia Sullivan,879,4,13081
Alicia Thomas,119,4,12862
Alicia Thompson,126,5,16117
Alicia Torres,241,5,10246
Alicia Velazquez,304,3,6949
Alicia Ward,474,3,3845
Alicia Warren,92,11,30630
Alicia Williams,62,8,18950
Alicia Wilson,358,6,17445
Alicia Wolfe PhD,1264,1,1178
Alicia Woods,1246,2,783
Alisha Campbell,401,6,22004
Alisha Frazier,86,4,10114
Alisha Mayer,774,3,6886
Alisha Mccullough,340,5,16550
Alisha Mitchell,604,5,17656
Alisha Parker,200,5,14927
Alisha Payne,66,4,4567
Alisha Thomas,857,4,11318
Alisha Wade,249,5,11145
Alisha Walker,64,6,15078
Alisha Watts,189,4,9289
Alison Allen,58,5,8013
Alison Avila,674,4,6890
Alison Bass,98,5,14557
Alison Branch,200,4,9228
Alison Brown,26,7,15302
Alison Cervantes,479,6,12367
Alison Clark,222,5,18349
Alison Clay,346,3,9219
Alison Frazier,791,3,11124
Alison Freeman,246,5,18405
Alison Garcia,300,4,4024
Alison Gardner,9,7,21044
Alison Gilbert,33,5,14267
Alison Graves,169,4,13255
Alison Green,27,9,23870
Alison Hall,220,4,11117
Alison Henderson,278,4,9207
Alison Hernandez,167,5,14149
Alison Holt,33,5,9146
Alison Hughes,256,7,18799
Alison Jones,386,4,11425
Alison Jordan,567,2,5327
Alison Kelly,41,5,16267
Alison Koch,72,8,16467
Alison Lewis,51,3,4687
Alison Long,76,5,13504
Alison Murray,80,7,16974
Alison Olson,215,6,23699
Alison Page,505,2,5216
Alison Poole,9,8,15935
Alison Rice,130,4,7350
Alison Roberson,69,2,8004
Alison Robinson,121,5,15154
Alison Ross,250,4,11082
Alison Scott,331,3,6926
Alison Short,66,10,29180
Alison Smith,172,4,9470
Alison Summers,98,5,9185
Alison Valenzuela,19,5,13115
Allen Adams,535,1,5110
Allen Austin,65,7,16608
Allen Barnes,337,5,11150
Allen Blackburn,59,5,12504
Allen Blevins,308,3,5006
Allen Bradford,391,4,11987
Allen Brown,10,6,13233
Allen Charles,45,6,14169
Allen Cole,34,8,20339
Allen Craig,36,2,8244
Allen Day,91,2,5552
Allen Edwards,90,5,16322
Allen Fitzpatrick,126,11,34001
Allen Gonzalez,287,4,9545
Allen Griffin,192,8,18291
Allen Hamilton,103,2,3616
Allen Hernandez,492,7,19171
Allen Hess,200,2,8162
Allen Holloway,93,3,7660
Allen Hunt,457,3,5519
Allen Jackson,279,11,26353
Allen Kim,35,6,14352
Allen Lambert,32,5,11741
Allen Levy,59,5,13921
Allen Lewis,132,9,21987
Allen Long,100,7,23628
Allen Lopez,251,3,5623
Allen Maldonado,887,2,4787
Allen Marsh,240,8,13311
Allen Martin,389,4,11582
Allen Maynard,439,4,10632
Allen Miranda,361,3,8455
Allen Ochoa,190,7,26397
Allen Pierce,149,6,10610
Allen Potts,36,4,13725
Allen Ramos,21,3,10790
Allen Reynolds,4,11,27645
Allen Rivera,305,5,11216
Allen Robertson,933,3,10324
Allen Roy,157,3,6762
Allen Ruiz,600,4,9484
Allen Shaffer,456,1,1372
Allen Smith,295,6,20648
Allen Tucker,413,3,12090
Allen Vaughn,524,5,17399
Allen White,113,4,8485
Allen Wood,2,13,39215
Allison Baker,61,12,33509
Allison Banks,44,8,27660
Allison Barber,84,1,4521
Allison Butler,51,5,20461
Allison Clark,9,9,22226
Allison Cook,172,5,13146
Allison Cortez,491,4,9550
Allison Cuevas,390,3,12059
Allison Davenport,111,8,23227
Allison Durham,84,7,19471
Allison Ellison,640,4,9750
Allison Fisher,48,5,13291
Allison Friedman,525,3,5208
Allison Gonzalez,72,3,11867
Allison Gonzalez DDS,3,8,24417
Allison Gray,24,6,14769
Allison Guerrero,95,5,17704
Allison Hammond,29,12,30818
Allison Harris,17,9,21508
Allison Hendricks,210,8,23087
Allison Hernandez,26,5,16024
Allison Hess,189,7,19773
Allison Hines,192,4,8779
Allison House,65,4,9052
Allison Howe,149,6,3202
Allison Huang,78,2,4190
Allison Jackson,65,6,16348
Allison Jacobson,85,8,18461
Allison Jones,131,7,26120
Allison Kaiser,88,7,21675
Allison Kelley,79,4,4504
Allison Kim,126,7,14925
Allison Lane,281,10,24286
Allison Larsen,409,3,9448
Allison Leach,529,1,4838
Allison Lee,242,3,10980
Allison Leonard,199,7,22466
Allison Lewis,320,4,9176
Allison Mack,41,1,2665
Allison Martin,182,7,21022
Allison Mathis,118,2,3398
Allison Mayo,258,8,16884
Allison Mays,110,9,23798
Allison Mcclure,294,4,12570
Allison Mcdaniel,49,6,13630
Allison Mcgee,19,4,15237
Allison Mcintyre,703,1,610
Allison Meza,791,5,9445
Allison Miller,4,4,7688
Allison Mora,22,5,13228
Allison Murphy,279,6,12446
Allison Neal,23,6,17296
Allison Nelson,137,7,14703
Allison Nunez MD,625,5,13095
Allison Oliver,35,6,15983
Allison Ortiz,43,10,16079
Allison Owen,1193,3,8686
Allison Pena,9,4,8276
Allison Reyes,48,7,24395
Allison Salinas,198,6,17058
Allison Short,377,5,17688
Allison Smith,68,11,28881
Allison Sparks,177,6,23531
Allison Spencer,419,5,11541
Allison Stevens,403,5,12514
Allison Thomas,114,4,9817
Allison Travis,168,7,24825
Allison Turner,227,4,11840
Allison Weaver MD,57,6,11595
Allison West,126,6,21005
Allison White,78,10,34342
Allison Williams,89,3,6379
Alvin Berry,22,5,12801
Alvin Bishop,101,2,6468
Alvin Davis,175,3,7689
Alvin Garcia,69,7,17362
Alvin Hardin,146,4,9500
Alvin Roberts,984,2,7795
Alvin Sanders,310,6,13255
Alvin Smith,397,5,14290
Alyssa Anderson,605,6,15612
Alyssa Anthony,481,5,8529
Alyssa Archer,251,5,9211
Alyssa Ayala,108,3,10001
Alyssa Blake,15,9,16641
Alyssa Bowman,475,8,19214
Alyssa Brown,84,6,19841
Alyssa Butler,234,9,32140
Alyssa Campos,817,6,15165
Alyssa Cardenas,168,5,18371
Alyssa Curtis,33,6,17654
Alyssa Douglas,133,6,15782
Alyssa Everett,105,2,5786
Alyssa Fletcher,514,3,8770
Alyssa George,3,6,18067
Alyssa Gonzalez,276,6,10509
Alyssa Greene,43,11,25354
Alyssa Guerrero,109,3,9739
Alyssa Haas,191,2,3832
Alyssa Hardy,69,3,8727
Alyssa Haynes,119,3,10867
Alyssa Holloway,4,6,18547
Alyssa Hubbard,559,2,3498
Alyssa Hudson,368,6,18194
Alyssa Hurst,128,11,29249
Alyssa Ingram,1237,2,7008
Alyssa Johnson,29,12,36716
Alyssa Johnston,188,9,22420
Alyssa Jones,388,5,9366
Alyssa Lee,303,4,9716
Alyssa Long,40,6,13282
Alyssa Luna,45,6,14910
Alyssa Marks,296,5,9087
Alyssa Marshall,747,3,7221
Alyssa Martin,96,1,1543
Alyssa Martinez,267,6,11111
Alyssa May,427,3,5031
Alyssa Mccann,415,4,8741
Alyssa Meyer,603,7,16577
Alyssa Middleton,788,2,9162
Alyssa Moore,246,2,3441
Alyssa Morgan,93,3,3930
Alyssa Murphy,478,7,24327
Alyssa Newman,303,6,21435
Alyssa Oliver,284,8,29051
Alyssa Ortiz,340,4,9943
Alyssa Perez,331,4,9666
Alyssa Phillips,173,4,10926
Alyssa Ramirez,274,4,12165
Alyssa Ray,351,4,9861
Alyssa Reed,192,6,19649
Alyssa Reeves,770,4,16775
Alyssa Roberts,420,5,14978
Alyssa Robertson,105,5,14033
Alyssa Robinson,178,3,9835
Alyssa Rodriguez,775,1,260
Alyssa Scott,498,4,14186
Alyssa Shaw,443,5,13660
Alyssa Shea,157,10,30563
Alyssa Smith,72,13,42097
Alyssa Stephens,112,5,13247
Alyssa Suarez,10,13,34734
Alyssa Sweeney,311,2,3212
Alyssa Torres,123,6,10068
Alyssa Townsend,123,2,2351
Alyssa Travis,751,3,10437
Alyssa Turner,133,6,13754
Alyssa Ward,487,3,9040
Alyssa Watkins,1344,1,4391
Alyssa White,139,13,38246
Alyssa Williams,171,7,14941
Alyssa Willis,70,3,5715
Alyssa Wilson,257,7,18672
Alyssa Young,96,5,15402
Amanda Aguilar,54,8,22512
Amanda Ali,776,1,3979
Amanda Allen,370,2,8011
Amanda Alvarado,246,6,22563
Amanda Anderson,153,14,38197
Amanda Anderson MD,61,6,13866
Amanda Archer,108,6,13940
Amanda Archer MD,757,3,6356
Amanda Ashley,278,1,1311
Amanda Bailey,107,8,17608
Amanda Baker,159,8,16607
Amanda Baldwin,200,4,15021
Amanda Barber,137,8,23233
Amanda Barnes,79,2,3543
Amanda Barnett,156,7,18625
Amanda Bass,27,8,25738
Amanda Bennett,159,10,24450
Amanda Bishop,13,14,38770
Amanda Bishop DVM,67,4,16443
Amanda Black,205,8,23101
Amanda Boone,197,3,7771
Amanda Boyd,47,6,21689
Amanda Bridges,43,14,45282
Amanda Brock,14,4,9373
Amanda Brown,10,30,90707
Amanda Bryant,241,9,21179
Amanda Buchanan,15,9,21180
Amanda Burke,174,9,31368
Amanda Burton,69,4,9250
Amanda Butler,792,4,7656
Amanda Cabrera,194,5,18564
Amanda Cain,269,5,15818
Amanda Cameron,445,7,10316
Amanda Campbell,198,9,16785
Amanda Carr,847,2,3982
Amanda Carroll,197,3,13680
Amanda Casey,479,4,8345
Amanda Castillo,197,7,21106
Amanda Chung,421,4,12272
Amanda Clark,9,15,39595
Amanda Cole,472,4,5032
Amanda Coleman,95,12,29662
Amanda Collier,156,6,18568
Amanda Conway,46,9,31344
Amanda Cowan,248,4,12701
Amanda Crawford,605,3,8940
Amanda Crawford PhD,190,9,28509
Amanda Cruz,437,3,10068
Amanda Cunningham,20,6,12035
Amanda Curry,147,2,5478
Amanda Daniel,2,6,17768
Amanda Daniels,94,7,21083
Amanda Davis,23,10,24991
Amanda Dennis,395,7,16832
Amanda Diaz,101,12,36217
Amanda Diaz MD,171,1,3032
Amanda Duncan,61,4,5588
Amanda Dunlap,9,7,17993
Amanda Edwards,312,7,21854
Amanda Elliott,402,1,1869
Amanda Ellis,74,5,18972
Amanda Evans,157,2,5139
Amanda Farley,31,4,9373
Amanda Ferguson,370,3,8304
Amanda Figueroa,55,8,15214
Amanda Fleming,160,2,6870
Amanda Fletcher,123,3,9823
Amanda Flores,21,10,32605
Amanda Floyd,43,5,14098
Amanda Foster,135,3,5054
Amanda Fox,63,5,11218
Amanda Franco,238,11,34692
Amanda Frank,224,5,11922
Amanda Franklin,1,4,12162
Amanda Frazier,394,4,7869
Amanda Freeman,126,3,13341
Amanda Frey,240,6,21465
Amanda Gallagher,203,6,16568
Amanda Gallegos,588,12,27681
Amanda Galvan,122,5,16847
Amanda Garcia,12,26,67512
Amanda Gardner,1,11,30152
Amanda George,275,9,23951
Amanda Gibson,186,10,25961
Amanda Gilbert,22,3,5648
Amanda Gill,3,9,22153
Amanda Gomez,18,4,11012
Amanda Gonzalez,102,6,22082
Amanda Graves,275,3,12783
Amanda Green,100,14,34351
Amanda Greene,53,4,10457
Amanda Gross,235,2,5301
Amanda Gutierrez,17,8,18915
Amanda Guzman,94,8,17495
Amanda Harding,122,5,13876
Amanda Hardy,142,4,6193
Amanda Harmon,211,7,17766
Amanda Harris,23,8,23308
Amanda Hart,13,6,8388
Amanda Hartman,578,3,5391
Amanda Hayes,364,7,14832
Amanda Heath,24,13,39344
Amanda Hernandez,70,21,58373
Amanda Herring,823,4,11841
Amanda Hess,602,3,9410
Amanda Hicks,149,5,14930
Amanda Hill,37,16,48968
Amanda Holden,768,3,12892
Amanda Holmes,188,8,23489
Amanda Horton,68,8,27365
Amanda Howard,23,20,53290
Amanda Howell,251,5,13983
Amanda Hubbard,19,3,10001
Amanda Hunt,182,10,31942
Amanda Hunter,615,4,10265
Amanda Hutchinson,91,4,9077
Amanda Ibarra,554,6,22218
Amanda Jackson,401,6,13211
Amanda James,10,6,14038
Amanda Jefferson,404,2,6924
Amanda Jenkins,71,8,26659
Amanda Johnson,2,27,74279
Amanda Jones,0,30,74375
Amanda Jordan,159,10,31045
Amanda Joyce,292,6,10343
Amanda Kelly,304,2,8718
Amanda Kerr,21,4,15440
Amanda Khan,78,8,21071
Amanda Kidd,272,3,13230
Amanda King,501,4,12197
Amanda Klein,374,9,19742
Amanda Kline,520,3,5291
Amanda Knight,170,4,12543
Amanda Landry,248,5,16069
Amanda Lane,406,9,24875
Amanda Larsen,310,10,28048
Amanda Lawrence,195,7,23706
Amanda Lee,289,3,10248
Amanda Levine,908,3,10036
Amanda Lewis,82,17,45516
Amanda Long,838,3,7746
Amanda Luna,31,9,28349
Amanda Maldonado,448,5,15329
Amanda Marshall,93,6,14966
Amanda Martin,229,10,41667
Amanda Martinez,127,18,46567
Amanda Maxwell,312,5,14308
Amanda May,448,4,8277
Amanda Mccann,672,3,7968
Amanda Mccarthy,341,7,22593
Amanda Mccarty,19,8,19163
Amanda Mcclure,733,1,1421
Amanda Mccullough,5,4,15431
Amanda Mcdaniel,28,6,17291
Amanda Mcfarland,336,6,17796
Amanda Mclaughlin,320,6,16888
Amanda Mcpherson,66,8,15797
Amanda Mejia,230,6,16041
Amanda Mercado,175,5,9349
Amanda Meza,30,8,17651
Amanda Middleton,345,4,13429
Amanda Miller,103,10,23993
Amanda Moon,205,8,17189
Amanda Moore,94,6,17846
Amanda Morales,470,7,17961
Amanda Moreno,435,4,11492
Amanda Morris,287,8,24767
Amanda Mosley,735,2,3494
Amanda Moss,251,5,13900
Amanda Murillo,369,4,12324
Amanda Murphy,284,9,25194
Amanda Murray,65,9,28096
Amanda Murray DVM,428,5,10540
Amanda Myers,217,5,8099
Amanda Neal,393,9,30822
Amanda Nelson,249,12,32538
Amanda Nguyen,59,6,16117
Amanda Nichols,76,7,18971
Amanda Nicholson,701,4,8628
Amanda Nielsen,189,8,24375
Amanda Norman,537,3,11643
Amanda Obrien,162,7,25273
Amanda Oconnell,161,5,15237
Amanda Odom,598,5,16276
Amanda Orozco,850,4,10699
Amanda Ortega,25,5,13385
Amanda Owens,277,6,16878
Amanda Patrick,54,6,13103
Amanda Patterson,178,8,19547
Amanda Payne,296,6,22490
Amanda Peck,833,1,3714
Amanda Perez,248,3,7293
Amanda Peterson,78,16,61394
Amanda Phillips,272,14,33997
Amanda Pope,250,7,23231
Amanda Porter,204,5,12998
Amanda Price,84,12,29960
Amanda Prince,12,5,16902
Amanda Ramirez,413,3,12249
Amanda Reyes,562,6,15513
Amanda Reynolds,495,3,9618
Amanda Rice,190,11,30059
Amanda Richards,56,4,10835
Amanda Richardson,159,5,21599
Amanda Rios,329,5,13614
Amanda Roberts,134,11,27023
Amanda Robinson,414,4,6425
Amanda Rodriguez,329,6,15031
Amanda Romero,26,2,2968
Amanda Rosales,395,4,8115
Amanda Rowland,96,4,7083
Amanda Russell,1296,1,4794
Amanda Sanchez,29,6,13093
Amanda Schroeder,0,5,11488
Amanda Schwartz,378,7,18097
Amanda Scott,79,6,12341
Amanda Sharp,237,5,10746
Amanda Shaw,627,2,7566
Amanda Shepherd,778,1,3209
Amanda Simmons,57,11,21598
Amanda Singh,75,6,16207
Amanda Smith,9,50,138948
Amanda Snyder,43,6,12816
Amanda Sparks,84,4,10264
Amanda Stafford,210,6,21337
Amanda Stewart,116,6,16757
Amanda Stone,9,13,40395
Amanda Sullivan,138,5,15893
Amanda Swanson,94,7,20775
Amanda Taylor,21,22,56847
Amanda Terrell,78,6,16243
Amanda Thomas,0,21,66277
Amanda Thompson,217,17,61564
Amanda Torres,153,4,7068
Amanda Tran,221,6,25214
Amanda Tucker,99,3,7378
Amanda Turner,178,8,27033
Amanda Vang,23,10,32079
Amanda Wagner,165,6,14521
Amanda Walker,35,12,28294
Amanda Warner,353,5,10927
Amanda Warren,10,10,31829
Amanda Washington,1053,1,4814
Amanda Watson,79,9,23302
Amanda Webster,243,4,5799
Amanda Wells,104,4,13912
Amanda Williams,186,22,62004
Amanda Williamson,204,3,13005
Amanda Willis,685,3,9902
Amanda Wilson,107,12,37393
Amanda Wilson MD,606,5,13996
Amanda Wong,32,4,9195
Amanda Wright,40,7,13118
Amanda Wu,31,11,42685
Amanda Wyatt,12,12,33374
Amanda Yang,182,6,14406
Amanda Zuniga,148,5,19838
Amber Anderson,93,7,20070
Amber Anthony,484,5,9435
Amber Ashley,321,4,11133
Amber Baker,14,2,8745
Amber Banks,48,6,17271
Amber Barton,275,6,18316
Amber Beasley,27,4,9362
Amber Bell,533,3,6577
Amber Bowen,163,7,22734
Amber Bradley PhD,331,5,18810
Amber Brooks,13,9,24822
Amber Brown,23,12,36396
Amber Bryant,146,6,17177
Amber Bullock,124,10,25242
Amber Callahan,220,3,9057
Amber Campbell,315,4,4922
Amber Carpenter,128,5,13484
Amber Carter,314,7,16972
Amber Castro,145,5,11313
Amber Chambers,640,3,11534
Amber Chan,63,3,10336
Amber Chandler,10,8,22203
Amber Chavez,498,2,10414
Amber Clark,157,8,23002
Amber Clay,220,2,1339
Amber Coleman,369,7,16748
Amber Cook,74,6,19561
Amber Cooper,288,12,33086
Amber Cortez,400,3,10682
Amber Daugherty,17,15,44716
Amber Davidson,65,5,18083
Amber Davis,294,2,5802
Amber Duncan,20,19,58210
Amber Espinoza,9,11,34022
Amber Farrell,950,1,4087
Amber Flores,23,7,15435
Amber Frazier,72,7,18559
Amber Gamble,386,5,11311
Amber Gardner MD,245,5,10929
Amber Gillespie,325,4,12427
Amber Glenn,143,6,11554
Amber Gomez,69,5,14235
Amber Gonzales,343,5,12631
Amber Gonzalez,506,8,18503
Amber Green,239,7,15216
Amber Greene,616,7,18675
Amber Gregory,282,8,15536
Amber Griffith,53,8,25891
Amber Guerra,235,8,27437
Amber Gutierrez,562,3,10885
Amber Hale,23,8,19483
Amber Hammond,258,4,13856
Amber Hansen,14,5,13506
Amber Hardy,114,6,15662
Amber Harris,407,9,22671
Amber Harrison,75,6,18921
Amber Hartman,483,4,5688
Amber Hayes,145,7,18740
Amber Hays,165,7,17494
Amber Henderson,1315,1,443
Amber Hernandez,141,6,23389
Amber Hill,0,4,10097
Amber Hodges,389,3,9508
Amber Howard,440,3,7831
Amber Howe,57,8,31913
Amber Howell,335,2,7076
Amber Hudson,55,8,24498
Amber Hughes,665,3,3346
Amber Jackson,22,9,25193
Amber James,9,11,24667
Amber Jennings,600,4,14541
Amber Johnson,8,42,117764
Amber Jones,54,4,9432
Amber Jordan,194,7,22553
Amber Joseph,356,2,2800
Amber Kelley,123,7,12097
Amber King,996,2,8923
Amber Klein,131,5,10190
Amber Knox,53,3,13122
Amber Larson,16,10,33193
Amber Lewis,8,12,33817
Amber Logan,60,2,2994
Amber Lopez,148,6,12225
Amber Lucas,38,8,20638
Amber Martin,912,4,11301
Amber Martinez,19,21,54511
Amber Mcclure,51,8,21593
Amber Mccormick,373,7,9298
Amber Meyer,123,5,18587
Amber Miller,60,21,56060
Amber Molina,672,4,10713
Amber Moore,1065,1,1327
Amber Morris,361,9,22229
Amber Murphy,1100,4,4779
Amber Myers,61,5,13781
Amber Norton,236,4,11709
Amber Nunez,427,7,18103
Amber Oconnor,90,8,24805
Amber Olson,182,4,10243
Amber Orozco,39,4,9288
Amber Ortiz,115,9,23152
Amber Palmer,119,7,24146
Amber Parker,125,8,12994
Amber Parks,53,11,26813
Amber Paul,32,6,18150
Amber Payne,303,4,15137
Amber Pearson,199,3,7823
Amber Perez,701,6,13824
Amber Peterson,377,5,13302
Amber Phillips,629,4,8423
Amber Pierce DDS,111,7,20017
Amber Powers,152,7,17440
Amber Ramirez,63,8,21694
Amber Randolph,5,7,24097
Amber Reed,56,7,19492
Amber Richards,86,6,15889
Amber Richardson,126,2,4923
Amber Roberts,191,6,15628
Amber Robinson,420,1,2168
Amber Rodgers,392,3,5568
Amber Romero,51,5,17424
Amber Ross,154,4,11690
Amber Russell,179,10,38254
Amber Ryan,186,1,680
Amber Sanchez,56,7,19884
Amber Sanders,22,8,24522
Amber Sandoval,135,5,13868
Amber Scott,522,3,8473
Amber Sheppard,74,7,15169
Amber Simmons,685,2,5574
Amber Smith,27,19,62969
Amber Spence,489,5,13810
Amber Stewart,120,2,4969
Amber Strickland,51,2,4897
Amber Sullivan,429,5,13497
Amber Thomas,14,4,11470
Amber Turner,200,6,19625
Amber Walker,29,5,12981
Amber Wang,589,4,13615
Amber Warren,237,9,21298
Amber Washington,33,8,13711
Amber Wilkerson,288,4,11509
Amber Wilkinson,303,7,19530
Amber Williams,50,14,41121
Amber Yates,17,4,13360
Amber Young,338,2,5551
Amy Adams,16,11,34242
Amy Alexander,101,5,14536
Amy Allen,21,19,45075
Amy Alvarez,144,18,47570
Amy Anderson,31,14,45682
Amy Armstrong,627,1,918
Amy Arroyo,194,7,17739
Amy Avery,7,10,26858
Amy Baker,129,10,24665
Amy Banks,36,6,14919
Amy Barber,131,3,6615
Amy Barnes,186,5,12367
Amy Bell,31,13,31065
Amy Benson,507,6,20153
Amy Bentley,101,7,16930
Amy Berg,781,1,3133
Amy Berry,18,6,13298
Amy Bowman,183,5,12790
Amy Brady,129,6,12188
Amy Brock,1023,4,9178
Amy Brooks,64,12,43322
Amy Brown,25,30,83512
Amy Bryant,5,8,26530
Amy Burke,764,4,7005
Amy Byrd,527,3,3750
Amy Camacho,431,6,24262
Amy Cantu,90,2,6813
Amy Carrillo,140,3,9940
Amy Carson,1007,5,14963
Amy Carter,126,14,29106
Amy Castaneda,236,3,6763
Amy Chen,347,3,8939
Amy Christian,51,2,3405
Amy Clarke,323,4,12294
Amy Clayton,436,4,6935
Amy Cohen,89,9,26159
Amy Cole,20,13,35382
Amy Coleman,66,13,33837
Amy Collins,374,6,19188
