Customer Name,Total Spending,Customer Tenure,Returns,Churn
Alexander Scott,2942,1169,1.0,0
Alexander Simmons Jr.,6956,1317,4.0,0
Alexander Simon,8719,1320,1.0,0
Alexander Simpson,1335,627,0.0,0
Alexander Smith,16149,1303,9.0,1
Alexander Snyder,1617,538,1.0,0
Alexander Steele,3145,1238,1.0,0
Alexander Stephens,278,356,1.0,0
Alexander Stewart,3021,766,2.0,1
Alexander Strickland,4892,1006,3.0,1
Alexander Strong,3595,1191,2.0,1
Alexander Thomas,3220,1239,3.0,0
Alexander Thompson,5134,1282,3.0,1
Alexander Townsend,2007,920,3.0,0
Alexander Velez,5744,1337,3.0,0
Alexander Villa,6650,1339,2.0,0
Alexander Walker,1376,1215,0.0,1
Alexander Walsh,333,1116,2.0,1
Alexander Washington,3010,889,0.0,0
Alexander Welch,6328,1258,3.0,1
Alexander West,3830,1257,4.0,0
Alexander Wheeler,7019,1307,3.0,0
Alexander White,4998,1071,2.0,0
Alexander Williams,7509,1209,3.0,0
Alexander Williamson Jr.,2682,1034,4.0,0
Alexander Wilson,19250,1305,15.0,0
Alexander Winters,2182,1329,2.0,0
Alexander Zimmerman,2706,458,2.0,0
Alexandra Aguilar,2108,1054,2.0,0
Alexandra Armstrong,5136,1195,4.0,1
Alexandra Bell,4374,831,4.0,0
Alexandra Bradford,4745,1276,3.0,0
Alexandra Brewer,7366,1262,4.0,0
Alexandra Bryant,4891,733,4.0,1
Alexandra Camacho,3302,706,2.0,0
Alexandra Carrillo,2790,1013,0.0,0
Alexandra Collins,3685,1118,1.0,1
Alexandra Combs,7134,1326,4.0,0
Alexandra Conner,7571,1253,4.0,0
Alexandra Crawford,6340,1179,2.0,0
Alexandra Dalton,657,910,0.0,0
Alexandra Davis,3351,826,1.0,0
Alexandra Faulkner,5813,1251,3.0,1
Alexandra Ferguson,1099,460,1.0,0
Alexandra Fernandez,4588,1282,2.0,0
Alexandra Fleming,1977,1077,1.0,0
Alexandra Flores,3056,758,3.0,1
Alexandra Gibson,3035,1125,2.0,0
Alexandra Gonzalez,4959,1164,1.0,0
Alexandra Green,3114,945,2.0,0
Alexandra Hall,1951,532,3.0,0
Alexandra Hamilton,2291,1161,4.0,0
Alexandra Harris,3058,1208,0.0,0
Alexandra Hatfield,1659,1111,2.0,0
Alexandra Holland,5402,1076,0.0,0
Alexandra Hubbard,6278,1338,4.0,1
Alexandra Huber,6926,1135,4.0,1
Alexandra Hunter,1633,828,0.0,0
Alexandra Johnson,7276,1312,2.0,0
Alexandra Jones,4944,1245,2.0,0
Alexandra Kennedy,1602,1247,1.0,0
Alexandra King,1073,708,1.0,0
Alexandra Lee,4989,1230,2.0,0
Alexandra Marquez,2388,1261,2.0,0
Alexandra Mason,4393,1199,3.0,0
Alexandra Mccoy,1581,1219,2.0,0
Alexandra Mcdonald,1281,1272,0.0,0
Alexandra Mcgee,6670,1319,3.0,0
Alexandra Miller,2745,832,4.0,1
Alexandra Montgomery,1413,1120,1.0,0
Alexandra Moody,2692,1014,2.0,0
Alexandra Morris,10002,1307,6.0,1
Alexandra Olsen,7407,1276,5.0,0
Alexandra Proctor,1701,1209,0.0,1
Alexandra Ramirez,5656,1318,2.0,0
Alexandra Reed,2032,1152,2.0,1
Alexandra Rodriguez,2662,728,0.0,0
Alexandra Ryan,6149,1302,2.0,0
Alexandra Santana,5234,1342,4.0,1
Alexandra Scott,1084,1244,0.0,0
Alexandra Simpson,7213,1130,3.0,0
Alexandra Sims,5792,1133,3.0,0
Alexandra Smith,5350,1336,4.0,0
Alexandra Sparks,352,1260,0.0,0
Alexandra Stark,7002,1168,3.0,0
Alexandra Sweeney,5302,1135,3.0,1
Alexandra Turner,7917,912,4.0,0
Alexandra Walters,3691,1189,2.0,0
Alexandra White,5425,1328,3.0,0
Alexandra Williams,4827,906,3.0,0
Alexandra Wilson,2936,1202,3.0,0
Alexandra Yates,323,517,0.0,0
Alexandria Adkins,1698,1286,1.0,1
Alexandria Alvarado,1716,694,2.0,0
Alexandria Blankenship,2382,1328,1.0,0
Alexandria Cole,5413,1228,3.0,0
Alexandria Erickson,2508,1192,3.0,0
Alexandria Fuller,5150,1041,0.0,0
Alexandria Hamilton,3417,1231,1.0,0
Alexandria Hendrix,3763,1203,3.0,0
Alexandria Hickman,6513,1215,5.0,1
Alexandria Hughes,5618,1142,2.0,0
Alexandria Johnson,1313,776,1.0,0
Alexandria Mendoza,5339,1310,4.0,0
Alexandria Miller,4866,897,4.0,1
Alexandria Murphy,2842,1196,1.0,0
Alexandria Robertson,5148,1087,3.0,1
Alexandria Roy,3870,1321,2.0,0
Alexandria Ruiz,1830,1063,2.0,0
Alexandria Smith,3412,1232,2.0,0
Alexandria Swanson,3113,1104,2.0,0
Alexandria Velez,4171,1074,2.0,0
Alexandria Wade,2533,954,1.0,0
Alexis Acevedo,677,696,1.0,0
Alexis Adams,1464,1146,1.0,0
Alexis Andrews,5697,1205,2.0,0
Alexis Arias,6283,1034,2.0,0
Alexis Bailey,2456,1347,1.0,0
Alexis Baker,3207,1344,4.0,1
Alexis Baker DDS,4426,695,1.0,0
Alexis Barnett,4277,1239,1.0,0
Alexis Beard,5103,1307,4.0,0
Alexis Benson,4839,822,0.0,0
Alexis Blanchard,2639,1186,0.0,1
Alexis Butler,943,868,1.0,1
Alexis Caldwell,2679,863,2.0,1
Alexis Cantrell MD,2042,520,1.0,1
Alexis Clark,4251,1156,0.0,0
Alexis Cook,4338,1204,3.0,0
Alexis Cox,2217,1257,1.0,0
Alexis Dominguez,3960,1196,1.0,0
Alexis Dunn DVM,8706,1323,4.0,1
Alexis Espinoza,3793,1284,3.0,0
Alexis Ferguson,2936,1310,2.0,0
Alexis Fields,3585,1263,2.0,0
Alexis Fitzgerald,503,987,0.0,0
Alexis Foster,7506,1167,2.0,0
Alexis Garza,5689,1265,2.0,0
Alexis Giles,4081,1173,2.0,0
Alexis Gordon,2970,1324,0.0,0
Alexis Graham,982,1002,0.0,1
Alexis Gray,400,1294,1.0,0
Alexis Guzman,1213,938,1.0,0
Alexis Harrington,1799,782,1.0,0
Alexis Harrison DDS,4290,1320,0.0,1
Alexis Herrera,5055,1291,5.0,0
Alexis Hill,2451,1344,2.0,0
Alexis Hodges,11784,1318,3.0,0
Alexis Holden,5162,1214,5.0,0
Alexis Holmes,3481,1160,2.0,0
Alexis Jimenez,4304,1107,3.0,0
Alexis Johnson,7650,1213,4.0,0
Alexis Jones,3392,1201,6.0,1
Alexis Kelley,2835,1272,3.0,0
Alexis Kennedy,4319,1165,2.0,1
Alexis King,2440,1304,1.0,0
Alexis Lara,2946,1007,4.0,0
Alexis Larson,6906,1092,3.0,0
Alexis Leonard,154,1043,1.0,0
Alexis Logan,5106,1314,4.0,0
Alexis Lopez,6007,1255,4.0,1
Alexis Martin,8811,1302,5.0,1
Alexis Meyer,2855,1208,1.0,0
Alexis Miller,5699,1293,3.0,0
Alexis Mitchell,3861,1145,0.0,0
Alexis Morris,6155,1341,3.0,0
Alexis Munoz,2719,1293,1.0,0
Alexis Norman,7162,1248,4.0,0
Alexis Oneill,3175,1263,1.0,1
Alexis Ramirez,1645,1186,1.0,0
Alexis Rangel,465,551,0.0,1
Alexis Reyes DDS,3687,1256,3.0,0
Alexis Richardson,5716,1013,1.0,0
Alexis Rios,5498,1344,1.0,0
Alexis Rivera,1000,844,2.0,0
Alexis Rodriguez,6083,1109,3.0,0
Alexis Rose,5477,1214,2.0,0
Alexis Ruiz,8835,1351,7.0,1
Alexis Ryan,3366,1083,1.0,0
Alexis Sanchez,9144,1299,6.0,1
Alexis Sawyer,1998,619,0.0,0
Alexis Schmidt,2198,1326,2.0,0
Alexis Scott,2998,1128,0.0,0
Alexis Shah,4365,1324,5.0,0
Alexis Silva,9037,1274,4.0,0
Alexis Smith,10402,1152,5.0,0
Alexis Steele MD,3697,1243,1.0,0
Alexis Stewart,2745,1331,0.0,1
Alexis Tanner,1967,960,2.0,0
Alexis Tyler,9544,1343,1.0,1
Alexis Vasquez,3690,1226,3.0,1
Alexis Wallace,2164,1242,1.0,0
Alexis Weaver,92,771,1.0,0
Alexis Webb,2806,1304,2.0,0
Alexis Weiss,4574,999,4.0,0
Alexis West,4627,1019,4.0,1
Alexis Williams,6279,1116,2.0,0
Alexis Wilson Jr.,1980,1238,0.0,1
Alexis Wise,2886,1099,3.0,0
Alexis Wright,6920,1311,2.0,0
Alexis Zamora,394,1040,2.0,0
Alfred Acosta,5489,1168,3.0,1
Alfred Chan,5955,1277,2.0,1
Alfred Daniel,5007,1255,4.0,0
Alfred Davis,4942,637,1.0,0
Alfred Grant,8121,1170,3.0,1
Alfred Hernandez,2151,1130,2.0,0
Alfred Leblanc,2097,1161,1.0,0
Alfred Lopez,7352,1184,4.0,1
Alfred Mccarthy Jr.,4479,1039,4.0,0
Alfred Rangel,6173,1322,4.0,0
Alfred Thomas,3684,928,2.0,0
Alfred Young,5598,1264,1.0,1
Alice Boyer,5666,1322,4.0,0
Alice Brown,4012,1189,2.0,0
Alice Davis,3174,1319,0.0,1
Alice Haley,3825,1217,3.0,1
Alice Horton,2967,1301,2.0,1
Alice Little MD,6338,1043,5.0,0
Alice Martinez,2333,1324,2.0,0
Alice Phillips,2766,1131,3.0,0
Alice Rose MD,2815,1315,1.0,0
Alice Taylor,3192,1162,2.0,0
Alice Thomas,9609,1244,5.0,0
Alice Wright,5421,1157,1.0,0
Alicia Allen,11835,1179,3.0,0
Alicia Barajas,4453,1229,3.0,0
Alicia Barron,4095,1228,3.0,0
Alicia Bennett,8106,1340,6.0,1
Alicia Brennan,2928,901,0.0,1
Alicia Burns,5305,1258,1.0,0
Alicia Cameron,1185,825,2.0,0
Alicia Campbell,1788,1271,1.0,0
Alicia Clarke,5161,1344,5.0,0
Alicia Collins,1096,683,1.0,0
Alicia Cook,7632,1249,2.0,0
Alicia Copeland,2227,1344,4.0,0
Alicia Cuevas,2432,825,2.0,1
Alicia Cunningham,5944,1235,5.0,0
Alicia Davis,1892,973,3.0,0
Alicia Dawson,2779,1309,2.0,1
Alicia Douglas,7970,1324,4.0,0
Alicia Duke,7481,1208,3.0,0
Alicia Edwards,6765,1235,2.0,1
Alicia Evans,3445,731,2.0,0
Alicia Flores,4078,601,2.0,0
Alicia Forbes,3743,672,0.0,0
Alicia Gamble,2426,1274,0.0,0
Alicia Gonzales,5050,1276,3.0,0
Alicia Griffith,3659,1295,1.0,0
Alicia Hart,1460,979,1.0,0
Alicia Herrera,1952,1307,0.0,0
Alicia Hess,1479,1137,2.0,0
Alicia Hill,3950,753,4.0,1
Alicia Holder,5447,1110,2.0,1
Alicia Huerta,6626,740,3.0,0
Alicia Hunt,4558,1094,2.0,0
Alicia Huynh,1795,1228,0.0,0
Alicia Ibarra,1225,1198,1.0,0
Alicia Jones,728,825,1.0,0
Alicia Knight,5140,940,2.0,0
Alicia Levine,3660,1245,1.0,1
Alicia Liu,3570,991,3.0,0
Alicia Mack,2279,521,2.0,0
Alicia Martin,2127,1293,2.0,1
Alicia Massey,4838,1161,2.0,0
Alicia Mcdaniel,3636,1239,2.0,0
Alicia Mcdonald,5754,1313,3.0,0
Alicia Mendoza,2239,1135,1.0,0
Alicia Meyer,5120,1299,3.0,0
Alicia Miller,8538,1337,6.0,0
Alicia Moore,6167,1008,4.0,0
Alicia Mullins,5115,826,3.0,0
Alicia Newton,3768,1348,3.0,1
Alicia Norton,574,590,0.0,0
Alicia Nunez,6462,908,1.0,0
Alicia Obrien,1963,864,0.0,0
Alicia Owen,767,1114,0.0,0
Alicia Palmer,3103,1266,3.0,0
Alicia Roberts,2240,1352,0.0,0
Alicia Rocha,1091,978,0.0,0
Alicia Rogers,3619,1224,3.0,0
Alicia Rosario,4341,1338,1.0,0
Alicia Ruiz,3341,1022,1.0,1
Alicia Salazar,4116,1029,1.0,0
Alicia Sampson,1575,1063,0.0,1
Alicia Sanchez,4436,907,2.0,0
Alicia Smith,2932,913,0.0,1
Alicia Soto,8297,1176,2.0,0
Alicia Stanley,2005,21,1.0,0
Alicia Stevens,2197,1337,1.0,1
Alicia Stewart,4577,1259,3.0,1
Alicia Sullivan,1885,1155,3.0,0
Alicia Thomas,3423,1290,1.0,0
Alicia Thompson,2052,876,2.0,0
Alicia Torres,4380,1129,3.0,0
Alicia Velazquez,1727,1203,1.0,0
Alicia Ward,2829,1152,0.0,1
Alicia Warren,7129,1276,8.0,0
Alicia Williams,7318,1157,4.0,0
Alicia Wilson,7083,1243,3.0,1
Alicia Wolfe PhD,331,1264,1.0,0
Alicia Woods,2085,1333,1.0,1
Alisha Campbell,4360,1192,4.0,0
Alisha Frazier,3107,834,3.0,1
Alisha Mayer,3606,850,1.0,0
Alisha Mccullough,2303,1283,1.0,0
Alisha Mitchell,5867,1193,2.0,0
Alisha Parker,3079,1273,2.0,0
Alisha Payne,3804,1228,3.0,0
Alisha Thomas,2913,1255,1.0,0
Alisha Wade,2412,1328,3.0,0
Alisha Walker,4492,888,1.0,0
Alisha Watts,2784,819,1.0,1
Alison Allen,5897,1091,3.0,0
Alison Avila,1932,1110,2.0,0
Alison Bass,6769,1276,3.0,0
Alison Branch,4248,910,2.0,0
Alison Brown,3716,1224,6.0,1
Alison Cervantes,7266,1303,3.0,0
Alison Clark,1592,1084,3.0,0
Alison Clay,595,996,0.0,1
Alison Frazier,1372,1022,2.0,0
Alison Freeman,3344,1145,4.0,1
Alison Garcia,1436,934,2.0,0
Alison Gardner,6497,1331,3.0,0
Alison Gilbert,3566,1337,1.0,0
Alison Graves,3988,550,1.0,0
Alison Green,8146,1308,4.0,0
Alison Hall,3644,1291,2.0,0
Alison Henderson,2156,819,1.0,0
Alison Hernandez,3380,1335,2.0,0
Alison Holt,4497,917,2.0,0
Alison Hughes,5741,1184,4.0,0
Alison Jones,2611,1275,1.0,0
Alison Jordan,1226,1331,0.0,0
Alison Kelly,4952,1165,1.0,0
Alison Koch,5112,993,4.0,0
Alison Lewis,1792,929,1.0,0
Alison Long,3305,1209,3.0,0
Alison Murray,5466,1291,2.0,0
Alison Olson,4753,1291,1.0,0
Alison Page,690,674,1.0,0
Alison Poole,6524,1329,5.0,0
Alison Rice,1173,1236,1.0,0
Alison Roberson,2220,724,0.0,1
Alison Robinson,2554,914,3.0,0
Alison Ross,1947,1147,3.0,0
Alison Scott,4140,646,2.0,0
Alison Short,7203,1229,6.0,0
Alison Smith,3556,437,2.0,0
Alison Summers,3721,1232,2.0,0
Alison Valenzuela,1860,1209,2.0,1
Allen Adams,798,535,0.0,0
Allen Austin,5247,1025,5.0,0
Allen Barnes,2973,1191,4.0,0
Allen Blackburn,2486,1173,1.0,0
Allen Blevins,2370,1241,2.0,0
Allen Bradford,2764,1205,0.0,0
Allen Brown,3954,1304,2.0,0
Allen Charles,4606,1173,2.0,0
Allen Cole,10560,1046,7.0,1
Allen Craig,1774,503,0.0,1
Allen Day,860,677,0.0,0
Allen Edwards,3050,1274,3.0,0
Allen Fitzpatrick,9709,1300,6.0,0
Allen Gonzalez,3288,1335,1.0,0
Allen Griffin,9910,1035,6.0,1
Allen Hamilton,1654,460,2.0,0
Allen Hernandez,3587,1240,3.0,0
Allen Hess,1578,453,2.0,1
Allen Holloway,2503,459,0.0,1
Allen Hunt,1695,933,1.0,0
Allen Jackson,9115,1314,4.0,0
Allen Kim,6419,969,2.0,1
Allen Lambert,3401,695,2.0,0
Allen Levy,5170,1111,2.0,0
Allen Lewis,10573,1081,4.0,1
Allen Long,3224,1353,2.0,0
Allen Lopez,1836,1074,1.0,0
Allen Maldonado,2165,1216,0.0,0
Allen Marsh,5736,1186,3.0,0
Allen Martin,3518,1312,2.0,0
Allen Maynard,2598,1098,2.0,0
Allen Miranda,3060,1167,0.0,0
Allen Ochoa,5930,1214,4.0,0
Allen Pierce,2835,1299,1.0,0
Allen Potts,4334,1320,4.0,0
Allen Ramos,4508,831,1.0,0
Allen Reynolds,12842,1106,4.0,1
Allen Rivera,6130,1315,4.0,0
Allen Robertson,2551,1220,0.0,0
Allen Roy,1815,860,1.0,0
Allen Ruiz,3947,914,1.0,0
Allen Shaffer,1148,456,1.0,0
Allen Smith,5353,1282,3.0,0
Allen Tucker,3173,1241,2.0,1
Allen Vaughn,3545,1221,2.0,0
Allen White,3857,1116,2.0,1
Allen Wood,12757,1287,7.0,1
Allison Baker,3825,1346,6.0,0
Allison Banks,8860,1309,2.0,1
Allison Barber,2220,84,0.0,1
Allison Butler,4147,1241,4.0,0
Allison Clark,4185,1190,6.0,0
Allison Cook,4366,1062,3.0,0
Allison Cortez,4738,1321,2.0,0
Allison Cuevas,3260,739,1.0,0
Allison Davenport,9707,1010,2.0,0
Allison Durham,3755,1258,4.0,1
Allison Ellison,3362,874,3.0,0
Allison Fisher,3579,1258,4.0,1
Allison Friedman,960,1341,2.0,0
Allison Gonzalez,2994,899,2.0,0
Allison Gonzalez DDS,6146,1293,3.0,0
Allison Gray,3519,1258,2.0,0
Allison Guerrero,4925,937,3.0,0
Allison Hammond,9427,1264,8.0,0
Allison Harris,9067,1261,3.0,0
Allison Hendricks,5983,1312,3.0,1
Allison Hernandez,1693,1237,3.0,1
Allison Hess,4017,1229,3.0,0
Allison Hines,2833,1156,0.0,0
Allison House,1153,585,2.0,0
Allison Howe,5507,1211,2.0,0
Allison Huang,2357,1126,1.0,0
Allison Jackson,1593,993,1.0,0
Allison Jacobson,3084,1286,4.0,0
Allison Jones,5378,1009,5.0,0
Allison Kaiser,6662,1234,6.0,0
Allison Kelley,1582,1083,1.0,0
Allison Kim,5536,1072,4.0,0
Allison Lane,6547,1191,7.0,0
Allison Larsen,1706,1274,2.0,0
Allison Leach,42,529,0.0,0
Allison Lee,2287,1204,0.0,0
Allison Leonard,5321,1295,3.0,0
Allison Lewis,2437,1245,2.0,0
Allison Mack,904,41,0.0,0
Allison Martin,6800,1122,1.0,0
Allison Mathis,419,1277,1.0,1
Allison Mayo,5138,1115,4.0,1
Allison Mays,9361,1136,3.0,0
Allison Mcclure,7402,1078,0.0,0
Allison Mcdaniel,4410,1143,2.0,0
Allison Mcgee,2354,1286,0.0,0
Allison Mcintyre,596,703,0.0,0
Allison Meza,2206,1338,2.0,0
Allison Miller,3445,643,1.0,1
Allison Mora,3128,1190,1.0,0
Allison Murphy,4304,1316,5.0,1
Allison Neal,3951,1202,1.0,0
Allison Nelson,4517,1334,3.0,0
Allison Nunez MD,3794,1210,1.0,0
Allison Oliver,4198,1141,6.0,0
Allison Ortiz,9638,1028,2.0,0
Allison Owen,1434,1250,2.0,0
Allison Pena,1985,1255,1.0,0
Allison Reyes,6228,1076,4.0,0
Allison Salinas,4519,1318,4.0,1
Allison Short,3547,1081,1.0,0
Allison Smith,7336,1331,3.0,1
Allison Sparks,4632,1024,3.0,0
Allison Spencer,5780,865,0.0,1
Allison Stevens,6086,1161,1.0,1
Allison Thomas,5619,917,3.0,0
Allison Travis,4949,1305,3.0,1
Allison Turner,3612,762,3.0,1
Allison Weaver MD,4059,1307,0.0,0
Allison West,4446,1247,2.0,0
Allison White,7219,1347,3.0,0
Allison Williams,1092,601,1.0,0
Alvin Berry,2770,1297,3.0,0
Alvin Bishop,1270,487,1.0,0
Alvin Davis,1515,1196,2.0,0
Alvin Garcia,3227,798,3.0,0
Alvin Hardin,3519,1277,0.0,0
Alvin Roberts,572,1166,1.0,0
Alvin Sanders,4799,1269,4.0,0
Alvin Smith,5547,647,1.0,1
Alyssa Anderson,3784,1353,3.0,1
Alyssa Anthony,3853,1346,3.0,0
Alyssa Archer,3044,937,0.0,1
Alyssa Ayala,3643,1186,0.0,1
Alyssa Blake,6458,1220,5.0,0
Alyssa Bowman,3584,1233,4.0,1
Alyssa Brown,2335,1332,4.0,1
Alyssa Butler,5330,1337,5.0,1
Alyssa Campos,6741,1060,3.0,0
Alyssa Cardenas,3752,968,1.0,1
Alyssa Curtis,3344,1352,2.0,0
Alyssa Douglas,1789,1320,2.0,1
Alyssa Everett,2563,307,0.0,0
Alyssa Fletcher,1723,612,1.0,0
Alyssa George,5090,1196,3.0,0
Alyssa Gonzalez,4371,1340,3.0,0
Alyssa Greene,9137,1102,1.0,0
Alyssa Guerrero,1814,485,1.0,0
Alyssa Haas,1145,1199,0.0,0
Alyssa Hardy,3404,1353,1.0,0
Alyssa Haynes,1912,362,1.0,0
Alyssa Holloway,3501,891,3.0,1
Alyssa Hubbard,880,982,0.0,0
Alyssa Hudson,3106,1300,3.0,0
Alyssa Hurst,4071,1352,3.0,0
Alyssa Ingram,1262,1252,1.0,0
Alyssa Johnson,10692,1353,6.0,0
Alyssa Johnston,4661,1290,3.0,0
Alyssa Jones,3620,1321,1.0,0
Alyssa Lee,3290,822,3.0,1
Alyssa Long,3511,595,2.0,0
Alyssa Luna,3772,1340,2.0,0
Alyssa Marks,7078,1194,3.0,0
Alyssa Marshall,1679,995,1.0,0
Alyssa Martin,1105,96,1.0,0
Alyssa Martinez,5191,1207,1.0,1
Alyssa May,1228,1276,2.0,0
Alyssa Mccann,1773,1152,0.0,0
Alyssa Meyer,5594,1284,1.0,1
Alyssa Middleton,550,1031,0.0,1
Alyssa Moore,1390,1087,1.0,0
Alyssa Morgan,2441,1217,1.0,0
Alyssa Murphy,6407,1353,4.0,1
Alyssa Newman,6237,1313,2.0,1
Alyssa Oliver,3290,1204,3.0,0
Alyssa Ortiz,2894,1107,1.0,0
Alyssa Perez,2518,1261,3.0,0
Alyssa Phillips,1912,819,3.0,0
Alyssa Ramirez,3555,925,1.0,0
Alyssa Ray,3584,1290,3.0,0
Alyssa Reed,4115,1064,3.0,1
Alyssa Reeves,2979,1271,2.0,0
Alyssa Roberts,5250,632,1.0,0
Alyssa Robertson,3971,858,1.0,0
Alyssa Robinson,2055,355,1.0,0
Alyssa Rodriguez,896,775,0.0,0
Alyssa Scott,2542,1142,1.0,0
Alyssa Shaw,4588,1192,2.0,0
Alyssa Shea,9465,1140,4.0,1
Alyssa Smith,8517,1243,4.0,0
Alyssa Stephens,5854,1316,2.0,0
Alyssa Suarez,10619,1260,1.0,0
Alyssa Sweeney,1096,600,2.0,0
Alyssa Torres,2125,1192,3.0,1
Alyssa Townsend,599,1305,0.0,0
Alyssa Travis,1500,1108,1.0,0
Alyssa Turner,4717,1224,4.0,1
Alyssa Ward,2481,797,1.0,0
Alyssa Watkins,1310,1344,0.0,0
Alyssa White,10890,1184,7.0,0
Alyssa Williams,4037,1273,2.0,0
Alyssa Willis,2290,1133,1.0,1
Alyssa Wilson,7225,933,0.0,0
Alyssa Young,4337,765,1.0,0
Amanda Aguilar,7544,961,5.0,1
Amanda Ali,120,776,1.0,0
Amanda Allen,1174,626,0.0,1
Amanda Alvarado,4047,1329,1.0,1
Amanda Anderson,8250,1336,7.0,0
Amanda Anderson MD,4635,1330,3.0,1
Amanda Archer,4668,1049,2.0,1
Amanda Archer MD,2138,1310,2.0,1
Amanda Ashley,216,278,1.0,0
Amanda Bailey,5902,1222,4.0,1
Amanda Baker,6185,1312,4.0,0
Amanda Baldwin,2254,1322,3.0,0
Amanda Barber,7149,1194,5.0,0
Amanda Barnes,644,448,1.0,0
Amanda Barnett,3341,1266,5.0,0
Amanda Bass,7064,1210,4.0,0
Amanda Bennett,6703,1229,5.0,0
Amanda Bishop,13314,1161,5.0,1
Amanda Bishop DVM,2339,1116,1.0,0
Amanda Black,3579,1195,3.0,0
Amanda Boone,3182,801,3.0,1
Amanda Boyd,3463,1033,2.0,0
Amanda Bridges,10772,1299,5.0,0
Amanda Brock,2457,1108,2.0,1
Amanda Brown,19865,1335,11.0,1
Amanda Bryant,7888,1180,4.0,0
Amanda Buchanan,6253,1255,5.0,0
Amanda Burke,5992,940,3.0,1
Amanda Burton,1999,1034,3.0,0
Amanda Butler,3480,1212,3.0,0
Amanda Cabrera,4218,1213,4.0,0
Amanda Cain,4962,1272,3.0,0
Amanda Cameron,5574,1243,6.0,0
Amanda Campbell,7504,1300,3.0,1
Amanda Carr,1939,1307,1.0,0
Amanda Carroll,4650,1001,2.0,0
Amanda Casey,4427,1159,2.0,0
Amanda Castillo,3513,1281,2.0,0
Amanda Chung,1508,1168,0.0,0
Amanda Clark,16352,1344,3.0,0
Amanda Cole,2814,1165,1.0,0
Amanda Coleman,10262,1149,6.0,0
Amanda Collier,4531,1249,3.0,0
Amanda Conway,11046,1188,4.0,1
Amanda Cowan,2357,880,3.0,0
Amanda Crawford,729,1179,1.0,0
Amanda Crawford PhD,7933,1181,4.0,0
Amanda Cruz,1530,1326,0.0,0
Amanda Cunningham,4921,1338,0.0,0
Amanda Curry,648,202,1.0,0
Amanda Daniel,2706,1333,2.0,0
Amanda Daniels,6646,1245,3.0,0
Amanda Davis,10308,847,4.0,1
Amanda Dennis,5564,1305,0.0,0
Amanda Diaz,10701,1306,5.0,1
Amanda Diaz MD,1400,171,0.0,0
Amanda Duncan,4274,1207,2.0,0
Amanda Dunlap,4660,1246,2.0,0
Amanda Edwards,4615,1100,2.0,1
Amanda Elliott,34,402,0.0,0
Amanda Ellis,2845,999,0.0,1
Amanda Evans,1803,1023,0.0,0
Amanda Farley,1208,1333,1.0,0
Amanda Ferguson,1684,602,2.0,0
Amanda Figueroa,8130,1258,2.0,0
Amanda Fleming,726,1322,1.0,1
Amanda Fletcher,2271,1088,3.0,0
Amanda Flores,8083,1276,1.0,1
Amanda Floyd,4469,1307,3.0,0
Amanda Foster,3567,756,2.0,0
Amanda Fox,6215,932,4.0,0
Amanda Franco,9278,1336,3.0,0
Amanda Frank,3481,1154,2.0,0
Amanda Franklin,2543,827,1.0,1
Amanda Frazier,2885,1230,3.0,0
Amanda Freeman,2140,883,2.0,1
Amanda Frey,3656,1172,3.0,1
Amanda Gallagher,3686,1182,4.0,0
Amanda Gallegos,9763,1297,4.0,0
Amanda Galvan,2668,1201,1.0,0
Amanda Garcia,26433,1330,9.0,0
Amanda Gardner,10508,1312,3.0,1
Amanda George,5701,1303,4.0,0
Amanda Gibson,6503,1347,5.0,0
Amanda Gilbert,1046,1349,0.0,0
Amanda Gill,10282,1346,7.0,0
Amanda Gomez,1620,662,2.0,0
Amanda Gonzalez,6156,1240,2.0,0
Amanda Graves,2892,621,3.0,1
Amanda Green,9870,1262,4.0,1
Amanda Greene,3843,928,3.0,1
Amanda Gross,1068,1132,0.0,0
Amanda Gutierrez,3059,1300,5.0,0
Amanda Guzman,5743,1249,3.0,0
Amanda Harding,3488,988,2.0,1
Amanda Hardy,6145,1061,3.0,1
Amanda Harmon,7038,1207,3.0,0
Amanda Harris,6204,1217,6.0,0
Amanda Hart,5850,1304,2.0,0
Amanda Hartman,3837,1343,1.0,1
Amanda Hayes,4378,1271,4.0,0
Amanda Heath,6497,1323,6.0,0
Amanda Hernandez,12602,1311,4.0,1
Amanda Herring,1275,1334,2.0,0
Amanda Hess,3948,1235,1.0,1
Amanda Hicks,3375,1204,3.0,0
Amanda Hill,13401,1144,4.0,0
Amanda Holden,1475,1179,1.0,1
Amanda Holmes,4794,1176,4.0,0
Amanda Horton,3950,962,3.0,0
Amanda Howard,11721,1223,9.0,1
Amanda Howell,6156,1150,2.0,0
Amanda Hubbard,4017,1229,1.0,0
Amanda Hunt,8844,1263,3.0,0
Amanda Hunter,3186,1331,1.0,0
Amanda Hutchinson,3701,914,1.0,0
Amanda Ibarra,5642,1317,3.0,0
Amanda Jackson,4625,1126,3.0,1
Amanda James,4240,1199,0.0,0
Amanda Jefferson,1644,1002,1.0,0
Amanda Jenkins,6265,1343,4.0,0
Amanda Johnson,22149,1337,15.0,1
Amanda Jones,14446,1285,9.0,1
Amanda Jordan,7695,1260,7.0,0
Amanda Joyce,4155,1304,2.0,0
Amanda Kelly,900,704,2.0,0
Amanda Kerr,3250,692,1.0,0
Amanda Khan,6919,1301,1.0,1
